client,facility,system,device,channo,channame,chanunits,description
Murphy,Delta House,EFMS,Derived GPS,279,Combo PQ Northings AVG,ft,Combined GPS channels from best data from EC and WC GPS (average of all good active GPS)
Murphy,Delta House,EFMS,Derived GPS,280,Combo PQ Eastings AVG,ft,Combined GPS channels from best data from EC and WC GPS (average of all good active GPS)
Murphy,Delta House,EFMS,Derived GPS,281,Combo GPS Quality,#,Combined GPS channels from best data from EC and WC GPS (average of all good active GPS)
Murphy,Delta House,EFMS,Derived GPS,282,Combo GPS No of Sats,#,Combined GPS channels from best data from EC and WC GPS (average of all good active GPS)
Murphy,Delta House,EFMS,Derived GPS,283,Combo GPS HDOP,#,Combined GPS channels from best data from EC and WC GPS (average of all good active GPS)
Murphy,Delta House,EFMS,Derived GPS,284,Combo GPS Age of Cor,sec,Combined GPS channels from best data from EC and WC GPS (average of all good active GPS)
Murphy,Delta House,EFMS,Derived GPS,285,Combo GPS Active Mask,bits,Combined GPS channels from best data from EC and WC GPS (average of all good active GPS)
Murphy,Delta House,EFMS,Derived GPS,286,Combo WCC Offset,ft,Combined GPS channels from best data from EC and WC GPS (average of all good active GPS)
Murphy,Delta House,EFMS,Derived GPS,287,Combo WCC Bearing,degT,Combined GPS channels from best data from EC and WC GPS (average of all good active GPS)
Murphy,Delta House,EFMS,Derived Env,288,Baro Pressure Avg,mbar,20 minutes mean Barometric pressure
Murphy,Delta House,EFMS,Derived Env,289,Air Temperature Avg,degF,20 minutes mean air temperature
Murphy,Delta House,EFMS,Derived Env,290,Rel Humidity Avg,%,20 minutes mean Relative Humidity
