client,facility,system,device,channo,channame,chanunits,description
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),417,LT_NE2VW Void Hi,ft,Alarm limit for LT_NE2VW Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),418,LT_NEAEC Void Hi,ft,Alarm limit for LT_NEAEC Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),419,LT_NW1VE Void Hi,ft,Alarm limit for LT_NW1VE Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),420,LT_NW1VS Void Hi,ft,Alarm limit for LT_NW1VS Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),421,LT_NW2VE Void Hi,ft,Alarm limit for LT_NW2VE Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),422,LT_NW2VN Void Hi,ft,Alarm limit for LT_NW2VN Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),423,LT_NW2VS Void Hi,ft,Alarm limit for LT_NW2VS Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),424,LT_NW2VW Void Hi,ft,Alarm limit for LT_NW2VW Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),425,LT_NWAEC Void Hi,ft,Alarm limit for LT_NWAEC Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),426,LT_SE1VN Void Hi,ft,Alarm limit for LT_SE1VN Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),427,LT_SE1VW Void Hi,ft,Alarm limit for LT_SE1VW Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),428,LT_SE2VE Void Hi,ft,Alarm limit for LT_SE2VE Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),429,LT_SE2VN Void Hi,ft,Alarm limit for LT_SE2VN Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),430,LT_SE2VS Void Hi,ft,Alarm limit for LT_SE2VS Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),431,LT_SE2VW Void Hi,ft,Alarm limit for LT_SE2VW Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),432,LT_SEAEC Void Hi,ft,Alarm limit for LT_SEAEC Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),433,LT_SW1VE Void Hi,ft,Alarm limit for LT_SW1VE Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),434,LT_SW1VN Void Hi,ft,Alarm limit for LT_SW1VN Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),435,LT_SW2VE Void Hi,ft,Alarm limit for LT_SW2VE Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),436,LT_SW2VN Void Hi,ft,Alarm limit for LT_SW2VN Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),437,LT_SW2VS Void Hi,ft,Alarm limit for LT_SW2VS Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),438,LT_SW2VW Void Hi,ft,Alarm limit for LT_SW2VW Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),439,LT_SWAEC Void Hi,ft,Alarm limit for LT_SWAEC Void Hi.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),440,LT-EPNB Ballast Lo,ft,Alarm limit for LT-EPNB Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),441,LT-EPSB Ballast Lo,ft,Alarm limit for LT-EPSB Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),442,LT-NE0BNE Ballast Lo,ft,Alarm limit for LT-NE0BNE Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),443,LT-NE0BSW Ballast Lo,ft,Alarm limit for LT-NE0BSW Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),444,LT-NE1TE Ballast Lo,ft,Alarm limit for LT-NE1TE Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),445,LT-NE1TN_Ballast Lo,ft,Alarm limit for LT-NE1TN_Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),446,LT-NPEB Ballast Lo,ft,Alarm limit for LT-NPEB Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),447,LT-NPWB Ballast Lo,ft,Alarm limit for LT-NPWB Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),448,LT-NW0BNW Ballast Lo,ft,Alarm limit for LT-NW0BNW Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),449,LT-NW0BSE Ballast Lo,ft,Alarm limit for LT-NW0BSE Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),450,LT-NW1TN Ballast Lo,ft,Alarm limit for LT-NW1TN Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),451,LT-NW1TW Ballast Lo,ft,Alarm limit for LT-NW1TW Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),452,LT-SE0BNW Ballast Lo,ft,Alarm limit for LT-SE0BNW Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),453,LT-SE0BSE Ballast Lo,ft,Alarm limit for LT-SE0BSE Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),454,LT-SE1TE Ballast Lo,ft,Alarm limit for LT-SE1TE Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),455,LT-SE1TS Ballast Lo,ft,Alarm limit for LT-SE1TS Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),456,LT-SPEB Ballast Lo,ft,Alarm limit for LT-SPEB Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),457,LT-SPWB Ballast Lo,ft,Alarm limit for LT-SPWB Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),458,LT-SW0BNE Ballast Lo,ft,Alarm limit for LT-SW0BNE Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),459,LT-SW0BSW Ballast Lo,ft,Alarm limit for LT-SW0BSW Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),460,LT-SW1TS Ballast Lo,ft,Alarm limit for LT-SW1TS Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),461,LT-SW1TW Ballast Lo,ft,Alarm limit for LT-SW1TW Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),462,LT-WPNB Ballast Lo,ft,Alarm limit for LT-WPNB Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),463,LT-WPSB Ballast Lo,ft,Alarm limit for LT-WPSB Ballast Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),464,LT-5160A1 Methanol Lo,%,Alarm limit for LT-5160A1 Methanol Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),465,LT-5161A1 Methanol Lo,%,Alarm limit for LT-5161A1 Methanol Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),466,LT-5360A1 Diesel Tnk Lo,%,Alarm limit for LT-5360A1 Diesel Tnk Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),467,LT-5460A1 Drill Water Lo,%,Alarm limit for LT-5460A1 Drill Water Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),468,LT_NE1VS Void Lo,ft,Alarm limit for LT_NE1VS Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),469,LT_NE1VW Void Lo,ft,Alarm limit for LT_NE1VW Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),470,LT_NE2VE Void Lo,ft,Alarm limit for LT_NE2VE Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),471,LT_NE2VN Void Lo,ft,Alarm limit for LT_NE2VN Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),472,LT_NE2VS Void Lo,ft,Alarm limit for LT_NE2VS Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),473,LT_NE2VW Void Lo,ft,Alarm limit for LT_NE2VW Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),474,LT_NEAEC Void Lo,ft,Alarm limit for LT_NEAEC Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),475,LT_NW1VE Void Lo,ft,Alarm limit for LT_NW1VE Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),476,LT_NW1VS Void Lo,ft,Alarm limit for LT_NW1VS Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),477,LT_NW2VE Void Lo,ft,Alarm limit for LT_NW2VE Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),478,LT_NW2VN Void Lo,ft,Alarm limit for LT_NW2VN Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),479,LT_NW2VS Void Lo,ft,Alarm limit for LT_NW2VS Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),480,LT_NW2VW Void Lo,ft,Alarm limit for LT_NW2VW Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),481,LT_NWAEC Void Lo,ft,Alarm limit for LT_NWAEC Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),482,LT_SE1VN Void Lo,ft,Alarm limit for LT_SE1VN Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),483,LT_SE1VW Void Lo,ft,Alarm limit for LT_SE1VW Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),484,LT_SE2VE Void Lo,ft,Alarm limit for LT_SE2VE Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),485,LT_SE2VN Void Lo,ft,Alarm limit for LT_SE2VN Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),486,LT_SE2VS Void Lo,ft,Alarm limit for LT_SE2VS Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),487,LT_SE2VW Void Lo,ft,Alarm limit for LT_SE2VW Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),488,LT_SEAEC Void Lo,ft,Alarm limit for LT_SEAEC Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),489,LT_SW1VE Void Lo,ft,Alarm limit for LT_SW1VE Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),490,LT_SW1VN Void Lo,ft,Alarm limit for LT_SW1VN Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),491,LT_SW2VE Void Lo,ft,Alarm limit for LT_SW2VE Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),492,LT_SW2VN Void Lo,ft,Alarm limit for LT_SW2VN Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),493,LT_SW2VS Void Lo,ft,Alarm limit for LT_SW2VS Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),494,LT_SW2VW Void Lo,ft,Alarm limit for LT_SW2VW Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarm Set Points),495,LT_SWAEC Void Lo,ft,Alarm limit for LT_SWAEC Void Lo.
Shell,Olympus,MIS,DCS (Tanks Alarms),496,LT-EPNB Ballast Hlth,bool,"LT-EPNB Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),497,LT-EPSB Ballast Hlth,bool,"LT-EPSB Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),498,LT-NE0BNE Ballast Hlth,bool,"LT-NE0BNE Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),499,LT-NE0BSW Ballast Hlth,bool,"LT-NE0BSW Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),500,LT-NE1TE Ballast Hlth,bool,"LT-NE1TE Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),501,LT-NE1TN_Ballast Hlth,bool,"LT-NE1TN_Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),502,LT-NE1VS Void Hlth,bool,"LT-NE1VS Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),503,LT-NE1VW Void Hlth,bool,"LT-NE1VW Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),504,LT-NE2VE Void Hlth,bool,"LT-NE2VE Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),505,LT-NE2VN Void Hlth,bool,"LT-NE2VN Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),506,LT-NE2VS Void Hlth,bool,"LT-NE2VS Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),507,LT-NE2VW Void Hlth,bool,"LT-NE2VW Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),508,LT-NEAEC Center Void Hlth,bool,"LT-NEAEC Center Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),509,LT-NPEB Ballast Hlth,bool,"LT-NPEB Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),510,LT-NPWB Ballast Hlth,bool,"LT-NPWB Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),511,LT-NW0BNW Ballast Hlth,bool,"LT-NW0BNW Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),512,LT-NW0BSE Ballast Hlth,bool,"LT-NW0BSE Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),513,LT-NW1TN Ballast Hlth,bool,"LT-NW1TN Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),514,LT-NW1TW Ballast Hlth,bool,"LT-NW1TW Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),515,LT-NW1VE Void Hlth,bool,"LT-NW1VE Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),516,LT-NW1VS Void Hlth,bool,"LT-NW1VS Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),517,LT-NW2VE Void Hlth,bool,"LT-NW2VE Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),518,LT-NW2VN Void Hlth,bool,"LT-NW2VN Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),519,LT-NW2VS Void Hlth,bool,"LT-NW2VS Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),520,LT-NW2VW Void Hlth,bool,"LT-NW2VW Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),521,LT-NWAEC Center Void Hlth,bool,"LT-NWAEC Center Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),522,LT-SE0BNW Ballast Hlth,bool,"LT-SE0BNW Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),523,LT-SE0BSE Ballast Hlth,bool,"LT-SE0BSE Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),524,LT-SE1TE Ballast Hlth,bool,"LT-SE1TE Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),525,LT-SE1TS Ballast Hlth,bool,"LT-SE1TS Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),526,LT-SE1VN Void Hlth,bool,"LT-SE1VN Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),527,LT-SE1VW Void Hlth,bool,"LT-SE1VW Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),528,LT-SE2VE Void Hlth,bool,"LT-SE2VE Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),529,LT-SE2VN Void Hlth,bool,"LT-SE2VN Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),530,LT-SE2VS Void Hlth,bool,"LT-SE2VS Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),531,LT-SE2VW Void Hlth,bool,"LT-SE2VW Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),532,LT-SEAEC Center Void Hlth,bool,"LT-SEAEC Center Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),533,LT-SPEB Ballast Hlth,bool,"LT-SPEB Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),534,LT-SPWB Ballast Hlth,bool,"LT-SPWB Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),535,LT-SW0BNE Ballast Hlth,bool,"LT-SW0BNE Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),536,LT-SW0BSW Ballast Hlth,bool,"LT-SW0BSW Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),537,LT-SW1TS Ballast Hlth,bool,"LT-SW1TS Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),538,LT-SW1TW Ballast Hlth,bool,"LT-SW1TW Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),539,LT-SW1VE Void Hlth,bool,"LT-SW1VE Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),540,LT-SW1VN Void Hlth,bool,"LT-SW1VN Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),541,LT-SW2VE Void Hlth,bool,"LT-SW2VE Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),542,LT-SW2VN Void Hlth,bool,"LT-SW2VN Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),543,LT-SW2VS Void Hlth,bool,"LT-SW2VS Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),544,LT-SW2VW Void Hlth,bool,"LT-SW2VW Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),545,LT-SWAEC Center Void Hlth,bool,"LT-SWAEC Center Void Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),546,LT-WPNB Ballast Hlth,bool,"LT-WPNB Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),547,LT-WPSB Ballast Hlth,bool,"LT-WPSB Ballast Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),548,LT-5160A1 Methanol Hlth,bool,"LT-5160A1 Methanol Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),549,LT-5161A1 Methanol Hlth,bool,"LT-5161A1 Methanol Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),550,LT-5360A1 Diesel Tnk Hlth,bool,"LT-5360A1 Diesel Tnk Hlth, output 0 or 1."
Shell,Olympus,MIS,DCS (Tanks Alarms),551,LT-5460A1 Drill Water Hlth,bool,"LT-5460A1 Drill Water Hlth, output 0 or 1."
Shell,Olympus,MIS,MAWS,552,MAWS Cloud Height,ft,Measured cloud height on the 1st cloud layer
Shell,Olympus,MIS,MAWS,553,Sky Condition 1,#,"Measured sky condition on the 1st cloud layer (the coded results include Clear, Scattered, Obscured, etc.)"
Shell,Olympus,MIS,MAWS,554,Cloud Ht 2,ft,Measured cloud height on the 2nd cloud layer
Shell,Olympus,MIS,MAWS,555,Sky Condition 2,#,"Measured sky condition on the 2nd cloud layer (the coded results include Clear, Scattered, Obscured, etc.)"
Shell,Olympus,MIS,MAWS,556,Cloud Ht 3,ft,Measured cloud height on the 3rd cloud layer
Shell,Olympus,MIS,MAWS,557,Sky Condition 3,#,"Measured sky condition on the 3rd cloud layer (the coded results include Clear, Scattered, Obscured, etc.)"
Shell,Olympus,MIS,MAWS,558,MAWS Visibility,miles,Measured visibility.
Shell,Olympus,MIS,MAWS,559,Rain Last Hour,in,"Measured the amount of precipitation measured during the past hour, counting from the beginning of the hour."
Shell,Olympus,MIS,MAWS,560,MAWS Air Temperature,degF,Measured air temperature at sensor location.
Shell,Olympus,MIS,MAWS,561,Dew Point,degF,Measured dew point at sensor location.
Shell,Olympus,MIS,MAWS,562,MAWSA Raw Wind Dir,degT,Measured raw wind direction from at sensor location 1.
Shell,Olympus,MIS,MAWS,563,Wind Dir Mag 1,degT,Measured raw wind speed at the sensor location 1.
Shell,Olympus,MIS,MAWS,564,MAWSA Raw Wind Spd,knot,
Shell,Olympus,MIS,MAWS,565,Wind Spd Max 1,knot,
Shell,Olympus,MIS,MAWS,566,MAWSB Raw Wind Dir,degT,
Shell,Olympus,MIS,MAWS,567,Wind Dir Mag 2,degT,
Shell,Olympus,MIS,MAWS,568,MAWSB Raw Wind Spd,knot,
Shell,Olympus,MIS,MAWS,569,Wind Spd Max 2,knot,
Shell,Olympus,MIS,MAWS,570,MAWS Baro Pressure,InHg,Measured barometric pressure.
Shell,Olympus,MIS,MAWS,571,Density Alt,ft,"Derived from barometric pressure, is an aeronautical code Q code,
indicating the atmospheric pressure adjusted to mean sea level."
Shell,Olympus,MIS,MAWS,572,Altimeter,mBar,Measured altitude above the MSL (mean sea level) elevation.
Shell,Olympus,MIS,MAWS,573,Present Weather,#,"Derived from data for several parameters, including air temperature, dew point, temperature, visibility, lightning (when available), and precipitation type and rate data from the present weather sensor, the result is in code including 3 parts: intensity, descriptor, phenomena."
Shell,Olympus,MIS,ADCP,574,VADCP Current Speed,knots,Max VADCP Current Speed from configured bin ranges.
Shell,Olympus,MIS,ADCP,575,VADCP Current Direction,deg,Corresponding Direction to the Max VADCP Current Speed.
Shell,Olympus,MIS,ADCP,576,VADCP Water Temp,degC,Measured sea water temperature at sensor location.
Shell,Olympus,MIS,Drilling,577,Activity Code,none,"Output Activity Code, from drilling system, RTOC."
Shell,Olympus,MIS,Drilling,578,Depth Bit,ft,"Output Depth Bit, from drilling system, RTOC."
Shell,Olympus,MIS,Drilling,579,Rate of Penetration,ft/hr,"Output Rate of Penetration, from drilling system, RTOC."
Shell,Olympus,MIS,Drilling,580,Hookload,kips,"Output Hookload, from drilling system, RTOC."
Shell,Olympus,MIS,Drilling,581,Weight on Bit,kips,"Output Weight on Bit, from drilling system, RTOC."
Shell,Olympus,MIS,Drilling,582,Rotary Torque,ft-kips,"Output Rotary Torque, from drilling system, RTOC."
Shell,Olympus,MIS,Drilling,583,Rotary Speed,rpm,"Output Rotary Speed, from drilling system, RTOC."
Shell,Olympus,MIS,Drilling,584,Mud Weight Out,ppg,"Output Mud Weight Out, from drilling system, RTOC."
Shell,Olympus,MIS,Drilling,585,Mud Weight In,ppg,"Output Mud Weight In, from drilling system, RTOC."
Shell,Olympus,MIS,Riser Wear,586,Max DLS Near Keel,deg/ft,
Shell,Olympus,MIS,Riser Wear,587,Max DLS Near Stressjoint,deg/ft,
Shell,Olympus,MIS,Riser Wear,588,RSM Error Code,#,
Shell,Olympus,MIS,Riser Wear,589,Riser Wear Error Code,#,This input is used to communicate errors from the Riser Wear Module. It will normally be a value of 0 and positive values will be used to identify various errors. A high alarm will be set on this channel to produce an alarm that can be seen on any screen or passed to the DCS as a roll up alarm. An error message corresponding to the error code can be viewed on the Riser Wear Summary display for diagnostic troubleshooting.
Shell,Olympus,MIS,Riser Wear,590,Max Riser Wear,inches,
Shell,Olympus,MIS,Riser Wear,591,Max Riser Wear Rate,in/24hrs,
Shell,Olympus,MIS,Riser Wear,592,Keel Riser Wear,inches,
Shell,Olympus,MIS,Riser Wear,593,Keel Riser Wear Rate,in/24hrs,
Shell,Olympus,MIS,Riser Wear,594,Stressjnt Riser Wear,inches,
Shell,Olympus,MIS,Riser Wear,595,Stressjnt Riser wear Rate,in/24hrs,
Shell,Olympus,MIS,POW Wind,596,POW Raw Wind Dir,deg,Measured raw wind direction at POW sensor location.
Shell,Olympus,MIS,POW Wind,597,POW Raw Wind Spd,knots,Measured raw wind speed at POW sensor location.
Shell,Olympus,MIS,POW Wind,598,POW Enc Heading,deg,Measured raw encoder heading at POW sensor location.
Shell,Olympus,MIS,PRO Wind,599,PRO Raw Wind Dir,deg,Measured raw wind direction at PRO sensor location.
Shell,Olympus,MIS,PRO Wind,600,PRO Raw Wind Spd,knots,Measured raw wind speed at PRO sensor location.
Shell,Olympus,MIS,PRO Wind,601,PRO Enc Heading,deg,Measured raw encoder heading at PRO sensor location.
Shell,Olympus,MIS,DRL Wind,602,DRL Raw Wind Dir,deg,Measured raw wind direction at DRL sensor location.
Shell,Olympus,MIS,DRL Wind,603,DRL Raw Wind Spd,knots,Measured raw wind speed at DRL sensor location.
Shell,Olympus,MIS,DRL Wind,604,DRL Enc Heading,deg,Measured raw encoder heading at DRL sensor location.
Shell,Olympus,MIS,Met,605,MIS Baro Pressure,mbar,Measured barometric pressure.
Shell,Olympus,MIS,TIS,606,Tendon Bending 1,kips-ft,Output Tendon Bending 1 from TIS.
Shell,Olympus,MIS,TIS,607,Tendon Tension 1,kips,Output Tendon Tension 1 from TIS.
Shell,Olympus,MIS,TIS,608,Tendon Status 1,bits,Output Tendon Status 1 from TIS.
Shell,Olympus,MIS,TIS,609,Tendon Angle 1,deg,Output Tendon Angle 1 from TIS.
Shell,Olympus,MIS,TIS,610,Tendon Bending 4,kips-ft,Output Tendon Bending 4 from TIS.
Shell,Olympus,MIS,TIS,611,Tendon Tension 4,kips,Output Tendon Tension 4 from TIS.
Shell,Olympus,MIS,TIS,612,Tendon Status 4,bits,Output Tendon Status 4 from TIS.
Shell,Olympus,MIS,TIS,613,Tendon Angle 4,deg,Output Tendon Angle 4 from TIS.
Shell,Olympus,MIS,TIS,614,Tendon Bending 5,kips-ft,Output Tendon Bending 5 from TIS.
Shell,Olympus,MIS,TIS,615,Tendon Tension 5,kips,Output Tendon Tension 5 from TIS.
Shell,Olympus,MIS,TIS,616,Tendon Status 5,bits,Output Tendon Status 5 from TIS.
Shell,Olympus,MIS,TIS,617,Tendon Angle 5,deg,Output Tendon Angle 5 from TIS.
Shell,Olympus,MIS,TIS,618,Tendon Bending 8,kips-ft,Output Tendon Bending 8 from TIS.
Shell,Olympus,MIS,TIS,619,Tendon Tension 8,kips,Output Tendon Tension 8 from TIS.
Shell,Olympus,MIS,TIS,620,Tendon Status 8,bits,Output Tendon Status 8 from TIS.
Shell,Olympus,MIS,TIS,621,Tendon Angle 8,deg,Output Tendon Angle 8 from TIS.
Shell,Olympus,MIS,TIS,622,Tendon Bending 9,kips-ft,Output Tendon Bending 9 from TIS.
Shell,Olympus,MIS,TIS,623,Tendon Tension 9,kips,Output Tendon Tension 9 from TIS.
Shell,Olympus,MIS,TIS,624,Tendon Status 9,bits,Output Tendon Status 9 from TIS.
Shell,Olympus,MIS,TIS,625,Tendon Angle 9,deg,Output Tendon Angle 9 from TIS.
Shell,Olympus,MIS,TIS,626,Tendon Bending 12,kips-ft,Output Tendon Bending 12 from TIS.
Shell,Olympus,MIS,TIS,627,Tendon Tension 12,kips,Output Tendon Tension 12 from TIS.
Shell,Olympus,MIS,TIS,628,Tendon Status 12,bits,Output Tendon Status 12 from TIS.
Shell,Olympus,MIS,TIS,629,Tendon Angle 12,deg,Output Tendon Angle 12 from TIS.
