client,facility,system,device,channo,channame,chanunits,description
Shell,Olympus,MIS,TIS,630,Tendon Bending 13,kips-ft,Output Tendon Bending 13 from TIS.
Shell,Olympus,MIS,TIS,631,Tendon Tension 13,kips,Output Tendon Tension 13 from TIS.
Shell,Olympus,MIS,TIS,632,Tendon Status 13,bits,Output Tendon Status 13 from TIS.
Shell,Olympus,MIS,TIS,633,Tendon Angle 13,deg,Output Tendon Angle 13 from TIS.
Shell,Olympus,MIS,TIS,634,Tendon Bending 16,kips-ft,Output Tendon Bending 16 from TIS.
Shell,Olympus,MIS,TIS,635,Tendon Tension 16,kips,Output Tendon Tension 16 from TIS.
Shell,Olympus,MIS,TIS,636,Tendon Status 16,bits,Output Tendon Status 16 from TIS.
Shell,Olympus,MIS,TIS,637,Tendon Angle 16,deg,Output Tendon Angle 16 from TIS.
Shell,Olympus,MIS,TIS,638,TIS Status,bits,Output TIS Status from TIS.
Shell,Olympus,MIS,MAS,639,Apparent Draft,ft,"Calculated Draft, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,640,Apparent Tendon 1,kips,"Calculated Tendon 1, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,641,Apparent Tendon 10,kips,"Calculated Tendon 10, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,642,Apparent Tendon 11,kips,"Calculated Tendon 11, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,643,Apparent Tendon 12,kips,"Calculated Tendon 12, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,644,Apparent Tendon 13,kips,"Calculated Tendon 13, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,645,Apparent Tendon 14,kips,"Calculated Tendon 14, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,646,Apparent Tendon 15,kips,"Calculated Tendon 15, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,647,Apparent Tendon 16,kips,"Calculated Tendon 16, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,648,Apparent Tendon 2,kips,"Calculated Tendon 2, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,649,Apparent Tendon 3,kips,"Calculated Tendon 3, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,650,Apparent Tendon 4,kips,"Calculated Tendon 4, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,651,Apparent Tendon 5,kips,"Calculated Tendon 5, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,652,Apparent Tendon 6,kips,"Calculated Tendon 6, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,653,Apparent Tendon 7,kips,"Calculated Tendon 7, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,654,Apparent Tendon 8,kips,"Calculated Tendon 8, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,655,Apparent Tendon 9,kips,"Calculated Tendon 9, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,656,Apparent TLP Incli EW,deg,"Calculated TLP Incli EW, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,657,Apparent TLP Incli NS,deg,"Calculated TLP Incli NS, from 3rd party Herbert-ABS LMP system."
Shell,Olympus,MIS,MAS,658,Calculation Flag,ND,"Data QA applied on Calculation Flag, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,659,EPN-B,ft,"Data QA applied on EPN-B, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,660,EPS-B,ft,"Data QA applied on EPS-B, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,661,KG Allow Hurricane,ft,"Data QA applied on KG Allow Hurricane, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,662,KG Allow Winter Storm,ft,"Data QA applied on KG Allow Winter Storm, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,663,Lateral Phantom Force EW,kips,"Data QA applied on Lateral Phantom Force EW, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,664,Lateral Phantom Force NS,kips,"Data QA applied on Lateral Phantom Force NS, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,665,LPF Moment EW,ft-kips,"Data QA applied on LPF Moment EW, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,666,LPF Moment NS,ft-kips,"Data QA applied on LPF Moment NS, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,667,NE0-BNE,ft,"Data QA applied on NE0-BNE, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,668,NE0-BSW,ft,"Data QA applied on NE0-BSW, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,669,NPE-B,ft,"Data QA applied on NPE-B, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,670,NPW-B,ft,"Data QA applied on NPW-B, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,671,NW0-BNW,ft,"Data QA applied on NW0-BNW, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,672,NW0-BSE,ft,"Data QA applied on NW0-BSE, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,673,Phantom Weight,kips,"Data QA applied on Phantom Weight, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,674,Phantom Weight CG EW,ft,"Data QA applied on Phantom Weight CG EW, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,675,Phantom Weight CG NS,ft,"Data QA applied on Phantom Weight CG NS, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,676,Rig Location,a-n,"Data QA applied on Rig Location, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,677,Rig Location EW,ft,"Data QA applied on Rig Location EW, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,678,Rig Location NS,ft,"Data QA applied on Rig Location NS, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,679,SE0-BNW,ft,"Data QA applied on SE0-BNW, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,680,SE0-BSE,ft,"Data QA applied on SE0-BSE, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,681,SPE-B,ft,"Data QA applied on SPE-B, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,682,SPW-B,ft,"Data QA applied on SPW-B, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,683,SW0-BNE,ft,"Data QA applied on SW0-BNE, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,684,SW0-BSW,ft,"Data QA applied on SW0-BSW, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,685,Target Tendon 1,kips,"Data QA applied on Target Tendon 1, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,686,Target Tendon 10,kips,"Data QA applied on Target Tendon 10, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,687,Target Tendon 11,kips,"Data QA applied on Target Tendon 11, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,688,Target Tendon 12,kips,"Data QA applied on Target Tendon 12, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,689,Target Tendon 13,kips,"Data QA applied on Target Tendon 13, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,690,Target Tendon 14,kips,"Data QA applied on Target Tendon 14, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,691,Target Tendon 15,kips,"Data QA applied on Target Tendon 15, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,692,Target Tendon 16,kips,"Data QA applied on Target Tendon 16, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,693,Target Tendon 2,kips,"Data QA applied on Target Tendon 2, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,694,Target Tendon 3,kips,"Data QA applied on Target Tendon 3, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,695,Target Tendon 4,kips,"Data QA applied on Target Tendon 4, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,696,Target Tendon 5,kips,"Data QA applied on Target Tendon 5, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,697,Target Tendon 6,kips,"Data QA applied on Target Tendon 6, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,698,Target Tendon 7,kips,"Data QA applied on Target Tendon 7, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,699,Target Tendon 8,kips,"Data QA applied on Target Tendon 8, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,700,Target Tendon 9,kips,"Data QA applied on Target Tendon 9, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,701,Platform KG,ft,"Data QA applied on Platform KG, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,702,MAS Watchdog,#,Indicates whether the MAS software is communicating to BMT WinMon or not.
Shell,Olympus,MIS,MAS,703,WPN-B,ft,"Data QA applied on WPN-B, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,704,WPS-B,ft,"Data QA applied on WPS-B, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,705,DECK SURVEY Weight HI,kips,"Data QA applied on DECK SURVEY Weight HI, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,706,DECK SURVEY Weight LO,kips,"Data QA applied on DECK SURVEY Weight LO, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,707,DECK SURVEY VCG PV,ft,"Data QA applied on DECK SURVEY VCG PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,708,DECK SURVEY CG EW PV,ft,"Data QA applied on DECK SURVEY CG EW PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,709,DECK SURVEY CG NS PV,ft,"Data QA applied on DECK SURVEY CG NS PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,710,DECK SURVEY VMOM PV,ft-kips,"Data QA applied on DECK SURVEY VMOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,711,DECK SURVEY EW MOM PV,ft-kips,"Data QA applied on DECK SURVEY EW MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,712,DECK SURVEY NS MOM PV,ft-kips,"Data QA applied on DECK SURVEY NS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,713,BAL Weight HI,kips,"Data QA applied on BAL Weight HI, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,714,BAL Weight LO,kips,"Data QA applied on BAL Weight LO, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,715,BAL VCG PV,ft,"Data QA applied on BAL VCG PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,716,BAL CG EW PV,ft,"Data QA applied on BAL CG EW PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,717,BAL CG NS PV,ft,"Data QA applied on BAL CG NS PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,718,BAL VMOM PV,ft-kips,"Data QA applied on BAL VMOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,719,BAL EW MOM PV,ft-kips,"Data QA applied on BAL EW MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,720,BAL NS MOM PV,ft-kips,"Data QA applied on BAL NS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,721,BAL EW FS MOM PV,ft-kips,"Data QA applied on BAL EW FS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,722,BAL NS FS MOM PV,ft-kips,"Data QA applied on BAL NS FS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,723,VOID Weight HI,kips,"Data QA applied on VOID Weight HI, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,724,VOID Weight LO,kips,"Data QA applied on VOID Weight LO, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,725,VOID VCG PV,ft,"Data QA applied on VOID VCG PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,726,VOID CG EW PV,ft,"Data QA applied on VOID CG EW PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,727,VOID CG NS PV,ft,"Data QA applied on VOID CG NS PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,728,VOID VMOM PV,ft-kips,"Data QA applied on VOID VMOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,729,VOID EW MOM PV,ft-kips,"Data QA applied on VOID EW MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,730,VOID NS MOM PV,ft-kips,"Data QA applied on VOID NS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,731,VOID EW FS MOM PV,ft-kips,"Data QA applied on VOID EW FS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,732,VOID NS FS MOM PV,ft-kips,"Data QA applied on VOID NS FS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,733,HULL FLUIDS Weight HI,kips,"Data QA applied on HULL FLUIDS Weight HI, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,734,HULL FLUIDS Weight LO,kips,"Data QA applied on HULL FLUIDS Weight LO, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,735,HULL FLUIDS VCG PV,ft,"Data QA applied on HULL FLUIDS VCG PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,736,HULL FLUIDS CG EW PV,ft,"Data QA applied on HULL FLUIDS CG EW PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,737,HULL FLUIDS CG NS PV,ft,"Data QA applied on HULL FLUIDS CG NS PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,738,HULL FLUIDS VMOM PV,ft-kips,"Data QA applied on HULL FLUIDS VMOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,739,HULL FLUIDS EW MOM PV,ft-kips,"Data QA applied on HULL FLUIDS EW MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,740,HULL FLUIDS NS MOM PV,ft-kips,"Data QA applied on HULL FLUIDS NS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,741,HULL FLUIDS EW FS MOM PV,ft-kips,"Data QA applied on HULL FLUIDS EW FS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,742,HULL FLUIDS NS FS MOM PV,ft-kips,"Data QA applied on HULL FLUIDS NS FS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,743,DRILL TANKS Weight HI,kips,"Data QA applied on DRILL TANKS Weight HI, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,744,DRILL TANKS Weight LO,kips,"Data QA applied on DRILL TANKS Weight LO, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,745,DRILL TANKS VCG PV,ft,"Data QA applied on DRILL TANKS VCG PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,746,DRILL TANKS CG EW PV,ft,"Data QA applied on DRILL TANKS CG EW PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,747,DRILL TANKS CG NS PV,ft,"Data QA applied on DRILL TANKS CG NS PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,748,DRILL TANKS VMOM PV,ft-kips,"Data QA applied on DRILL TANKS VMOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,749,DRILL TANKS EW MOM PV,ft-kips,"Data QA applied on DRILL TANKS EW MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,750,DRILL TANKS NS MOM PV,ft-kips,"Data QA applied on DRILL TANKS NS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,751,DRILL TANKS EW FS MOM PV,ft-kips,"Data QA applied on DRILL TANKS EW FS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,752,DRILL TANKS NS FS MOM PV,ft-kips,"Data QA applied on DRILL TANKS NS FS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,753,LSMOD Weight HI,kips,"Data QA applied on LSMOD Weight HI, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,754,LSMOD Weight LO,kips,"Data QA applied on LSMOD Weight LO, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,755,LSMOD VCG PV,ft,"Data QA applied on LSMOD VCG PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,756,LSMOD CG EW PV,ft,"Data QA applied on LSMOD CG EW PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,757,LSMOD CG NS PV,ft,"Data QA applied on LSMOD CG NS PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,758,LSMOD VMOM PV,ft-kips,"Data QA applied on LSMOD VMOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,759,LSMOD EW MOM PV,ft-kips,"Data QA applied on LSMOD EW MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,760,LSMOD NS MOM PV,ft-kips,"Data QA applied on LSMOD NS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,761,DRILL LOAD Weight HI,kips,"Data QA applied on DRILL LOAD Weight HI, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,762,DRILL LOAD Weight LO,kips,"Data QA applied on DRILL LOAD Weight LO, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,763,DRILL LOAD VCG PV,ft,"Data QA applied on DRILL LOAD VCG PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,764,DRILL LOAD CG EW PV,ft,"Data QA applied on DRILL LOAD CG EW PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,765,DRILL LOAD CG NS PV,ft,"Data QA applied on DRILL LOAD CG NS PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,766,DRILL LOAD VMOM PV,ft-kips,"Data QA applied on DRILL LOAD VMOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,767,DRILL LOAD EW MOM PV,ft-kips,"Data QA applied on DRILL LOAD EW MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,768,DRILL LOAD NS MOM PV,ft-kips,"Data QA applied on DRILL LOAD NS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,769,LIVE LOAD Weight HI,kips,"Data QA applied on LIVE LOAD Weight HI, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,770,LIVE LOAD Weight LO,kips,"Data QA applied on LIVE LOAD Weight LO, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,771,LIVE LOAD VCG PV,ft,"Data QA applied on LIVE LOAD VCG PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,772,LIVE LOAD CG EW PV,ft,"Data QA applied on LIVE LOAD CG EW PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,773,LIVE LOAD CG NS PV,ft,"Data QA applied on LIVE LOAD CG NS PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,774,LIVE LOAD VMOM PV,ft-kips,"Data QA applied on LIVE LOAD VMOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,775,LIVE LOAD EW MOM PV,ft-kips,"Data QA applied on LIVE LOAD EW MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,776,LIVE LOAD NS MOM PV,ft-kips,"Data QA applied on LIVE LOAD NS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,777,SCR Weight HI,kips,"Data QA applied on SCR Weight HI, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,778,SCR Weight LO,kips,"Data QA applied on SCR Weight LO, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,779,SCR VCG PV,ft,"Data QA applied on SCR VCG PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,780,SCR CG EW PV,ft,"Data QA applied on SCR CG EW PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,781,SCR CG NS PV,ft,"Data QA applied on SCR CG NS PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,782,SCR VMOM PV,ft-kips,"Data QA applied on SCR VMOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,783,SCR EW MOM PV,ft-kips,"Data QA applied on SCR EW MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,784,SCR NS MOM PV,ft-kips,"Data QA applied on SCR NS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,785,BIAS LINE Weight HI,kips,"Data QA applied on BIAS LINE Weight HI, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,786,BIAS LINE Weight LO,kips,"Data QA applied on BIAS LINE Weight LO, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,787,BIAS LINE VCG PV,ft,"Data QA applied on BIAS LINE VCG PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,788,BIAS LINE CG EW PV,ft,"Data QA applied on BIAS LINE CG EW PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,789,BIAS LINE CG NS PV,ft,"Data QA applied on BIAS LINE CG NS PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,790,BIAS LINE VMOM PV,ft-kips,"Data QA applied on BIAS LINE VMOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,791,BIAS LINE EW MOM PV,ft-kips,"Data QA applied on BIAS LINE EW MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,792,BIAS LINE NS MOM PV,ft-kips,"Data QA applied on BIAS LINE NS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,793,TENDON Weight HI,kips,"Data QA applied on TENDON Weight HI, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,794,TENDON Weight LO,kips,"Data QA applied on TENDON Weight LO, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,795,TENDON VCG PV,ft,"Data QA applied on TENDON VCG PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,796,TENDON CG EW PV,ft,"Data QA applied on TENDON CG EW PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,797,TENDON CG NS PV,ft,"Data QA applied on TENDON CG NS PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,798,TENDON VMOM PV,ft-kips,"Data QA applied on TENDON VMOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,799,TENDON EW MOM PV,ft-kips,"Data QA applied on TENDON EW MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,800,TENDON NS MOM PV,ft-kips,"Data QA applied on TENDON NS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,801,TTR Weight HI,kips,"Data QA applied on TTR Weight HI, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,802,TTR Weight LO,kips,"Data QA applied on TTR Weight LO, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,803,TTR VCG PV,ft,"Data QA applied on TTR VCG PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,804,TTR CG EW PV,ft,"Data QA applied on TTR CG EW PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,805,TTR CG NS PV,ft,"Data QA applied on TTR CG NS PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,806,TTR VMOM PV,ft-kips,"Data QA applied on TTR VMOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,807,TTR EW MOM PV,ft-kips,"Data QA applied on TTR EW MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,808,TTR NS MOM PV,ft-kips,"Data QA applied on TTR NS MOM PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,809,KG Corrected EW PV,ft,"Data QA applied on KG Corrected EW PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,810,KG Corrected NS PV,ft,"Data QA applied on KG Corrected NS PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,811,GM Corrected EW PV,ft,"Data QA applied on GM Corrected EW PV, computed by BMT WinMon."
Shell,Olympus,MIS,MAS,812,GM Corrected NS PV,ft,"Data QA applied on GM Corrected NS PV, computed by BMT WinMon."
Shell,Olympus,MIS,MIS Status,813,Overall Operational Status,Bool,
Shell,Olympus,MIS,MIS Status,814,Overall System Status,Bool,
Shell,Olympus,MIS,PRO Wireless Wind,815,PRO Wireless Wind Dir,deg,Output wind direction from PRO wirelessly.
Shell,Olympus,MIS,PRO Wireless Wind,816,PRO Wireless Wind Spd,knots,Output wind speed from PRO wirelessly.
Shell,Olympus,MIS,PRO Wireless Wind,817,PRO Wireless Enc Heading,deg,Output encoder heading from PRO wirelessly.
Shell,Olympus,MIS,DRL Wireless Wind,818,DRL Wireless Wind Dir,deg,Output wind direction from DRL wirelessly.
Shell,Olympus,MIS,DRL Wireless Wind,819,DRL Wireless Wind Spd,knots,Output wind speed from DRL wirelessly.
Shell,Olympus,MIS,DRL Wireless Wind,820,DRL Wireless Enc Heading,deg,Output encoder heading from DRL wirelessly.
Shell,Olympus,MIS,POW Wireless Wind,821,POW Wireless Wind Dir,deg,Output wind direction from POW wirelessly.
Shell,Olympus,MIS,POW Wireless Wind,822,POW Wireless Wind Spd,knots,Output wind speed from POW wirelessly.
Shell,Olympus,MIS,POW Wireless Wind,823,POW Wireless Enc Heading,deg,Output encoder heading from POW wirelessly.
Shell,Olympus,MIS,Derived,824,POW Wind Spd,knots,POW wind speed at the sensor location.
Shell,Olympus,MIS,Derived,825,POW True Wind Dir,degT,POW wind direction from true north at the sensor location.
Shell,Olympus,MIS,Derived,826,POW North Wind Spd,knots,POW wind speed component along True North Direction at the sensor location. POW North Wind Spd = derived(POW Wind Spd) * cos(derived(POW Wind Dir)).
Shell,Olympus,MIS,Derived,827,POW East Wind Spd,knots,POW wind speed component along True East Direction at the sensor location. POW East Wind Spd = derived(POW Wind Spd) * sin(derived(POW Wind Dir)).
Shell,Olympus,MIS,Derived,828,POW 3sec Wind Spd,knots,The 3 seconds running average of derived(POW Wind Spd) at the sensor location.
Shell,Olympus,MIS,Derived,829,POW 3sec Wind Dir,degT,"The 3 seconds running average of derived(POW Wind Dir), referring to the true north at the sensor location."
Shell,Olympus,MIS,Derived,830,POW 1min Wind Spd,knots,The 1 minutes running average of derived(POW Wind Spd) at the sensor location.
Shell,Olympus,MIS,Derived,831,POW 1min Wind Dir,degT,"The 1 minutes running average of derived(POW Wind Dir), referring to the true north at the sensor location."
Shell,Olympus,MIS,Derived,832,POW 1hr Wind Spd,knots,The 1 hour running average of derived(POW Wind Spd) at the sensor location.
Shell,Olympus,MIS,Derived,833,POW 1hr Wind Dir,degT,"The 1 hour running average of derived(POW Wind Dir), referring to the true north at the sensor location."
Shell,Olympus,MIS,Derived,834,PRO Wind Spd,knots,PRO wind speed at the sensor location.
Shell,Olympus,MIS,Derived,835,PRO True Wind Dir,degT,PRO wind direction from true north at the sensor location.
Shell,Olympus,MIS,Derived,836,PRO North Wind Spd,knots,PRO wind speed component along True North Direction at the sensor location. PRO North Wind Spd = derived(PRO Wind Spd) * cos(derived(PRO Wind Dir)).
Shell,Olympus,MIS,Derived,837,PRO East Wind Spd,knots,PRO wind speed component along True East Direction at the sensor location. PRO East Wind Spd = derived(PRO Wind Spd) * sin(derived(PRO Wind Dir)).
Shell,Olympus,MIS,Derived,838,PRO 3sec Wind Spd,knots,The 3 seconds running average of derived(PRO Wind Spd) at the sensor location.
Shell,Olympus,MIS,Derived,839,PRO 3sec Wind Dir,degT,"The 3 seconds running average of derived(PRO Wind Dir), referring to the true north at the sensor location."
Shell,Olympus,MIS,Derived,840,PRO 1min Wind Spd,knots,The 1 minutes running average of derived(PRO Wind Spd) at the sensor location.
Shell,Olympus,MIS,Derived,841,PRO 1min Wind Dir,degT,"The 1 minutes running average of derived(PRO Wind Dir), referring to the true north at the sensor location."
Shell,Olympus,MIS,Derived,842,PRO 1hr Wind Spd,knots,The 1 hour running average of derived(PRO Wind Spd) at the sensor location.
Shell,Olympus,MIS,Derived,843,PRO 1hr Wind Dir,degT,"The 1 hour running average of derived(PRO Wind Dir), referring to the true north at the sensor location."
Shell,Olympus,MIS,Derived,844,DRL Wind Spd,knots,DRL wind speed at the sensor location.
