client,facility,system,device,channo,channame,chanunits,description
Shell,Perdido,MIS,MAS,400,Lightship Mt Vert HI,ft-kips,"Output Lightship Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,401,Lightship Mt Vert LO,ft-kips,"Output Lightship Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,402,Lightship Mt EW HI,ft-kips,"Output Lightship Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,403,Lightship Mt EW LO,ft-kips,"Output Lightship Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,404,Lightship Mt NS HI,ft-kips,"Output Lightship Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,405,Lightship Mt NS LO,ft-kips,"Output Lightship Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,406,Lightship Ch Weight,kips,"Output Lightship Ch Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,407,Lightship Ch VCG,ft,"Output Lightship Ch VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,408,Lightship Ch CG EW,ft,"Output Lightship Ch CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,409,Lightship Ch CG NS,ft,"Output Lightship Ch CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,410,Lightship Ch Mt Vert HI,ft-kips,"Output Lightship Ch Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,411,Lightship Ch Mt Vert LO,ft-kips,"Output Lightship Ch Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,412,Lightship Ch Mt EW HI,ft-kips,"Output Lightship Ch Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,413,Lightship Ch Mt EW LO,ft-kips,"Output Lightship Ch Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,414,Lightship Ch Mt NS HI,ft-kips,"Output Lightship Ch Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,415,Lightship Ch Mt NS LO,ft-kips,"Output Lightship Ch Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,416,Ballast Weight,kips,"Output Ballast Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,417,Ballast VCG,ft,"Output Ballast VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,418,Ballast CG EW,ft,"Output Ballast CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,419,Ballast CG NS,ft,"Output Ballast CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,420,Ballast Mt Vert HI,ft-kips,"Output Ballast Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,421,Ballast Mt Vert LO,ft-kips,"Output Ballast Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,422,Ballast Mt EW HI,ft-kips,"Output Ballast Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,423,Ballast Mt EW LO,ft-kips,"Output Ballast Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,424,Ballast Mt NS HI,ft-kips,"Output Ballast Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,425,Ballast Mt NS LO,ft-kips,"Output Ballast Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,426,Ballast FS Mt EW HI,ft-kips,"Output Ballast FS Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,427,Ballast FS Mt EW LO,ft-kips,"Output Ballast FS Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,428,Ballast FS Mt NS HI,ft-kips,"Output Ballast FS Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,429,Ballast FS Mt NS LO,ft-kips,"Output Ballast FS Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,430,Diesel Oil Weight,kips,"Output Diesel Oil Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,431,Diesel Oil VCG,ft,"Output Diesel Oil VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,432,Diesel Oil CG EW,ft,"Output Diesel Oil CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,433,Diesel Oil CG NS,ft,"Output Diesel Oil CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,434,Diesel Oil Mt Vert HI,ft-kips,"Output Diesel Oil Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,435,Diesel Oil Mt Vert LO,ft-kips,"Output Diesel Oil Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,436,Diesel Oil Mt EW HI,ft-kips,"Output Diesel Oil Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,437,Diesel Oil Mt EW LO,ft-kips,"Output Diesel Oil Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,438,Diesel Oil Mt NS,ft-kips,"Output Diesel Oil Mt NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,439,Diesel Oil FS Mt EW HI,ft-kips,"Output Diesel Oil FS Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,440,Diesel Oil FS Mt EW LO,ft-kips,"Output Diesel Oil FS Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,441,Diesel Oil FS Mt NS HI,ft-kips,"Output Diesel Oil FS Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,442,Diesel Oil FS Mt NS LO,ft-kips,"Output Diesel Oil FS Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,443,Drill Water Weight,kips,"Output Drill Water Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,444,Drill Water VCG,ft,"Output Drill Water VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,445,Drill Water CG EW,ft,"Output Drill Water CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,446,Drill Water CG NS,ft,"Output Drill Water CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,447,Drill Water Mt Vert HI,ft-kips,"Output Drill Water Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,448,Drill Water Mt Vert LO,ft-kips,"Output Drill Water Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,449,Drill Water Mt EW HI,ft-kips,"Output Drill Water Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,450,Drill Water Mt EW LO,ft-kips,"Output Drill Water Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,451,Drill Water Mt NS HI,ft-kips,"Output Drill Water Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,452,Drill Water Mt NS LO,ft-kips,"Output Drill Water Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,453,Drill Water FS Mt EW HI,ft-kips,"Output Drill Water FS Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,454,Drill Water FS Mt EW LO,ft-kips,"Output Drill Water FS Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,455,Drill Water FS Mt NS HI,ft-kips,"Output Drill Water FS Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,456,Drill Water FS Mt NS LO,ft-kips,"Output Drill Water FS Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,457,Methanol Weight,kips,"Output Methanol Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,458,Methanol VCG,ft,"Output Methanol VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,459,Methanol CG EW,ft,"Output Methanol CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,460,Methanol CG NS,ft,"Output Methanol CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,461,Methanol Mt Vert HI,ft-kips,"Output Methanol Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,462,Methanol Mt Vert LO,ft-kips,"Output Methanol Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,463,Methanol Mt EW HI,ft-kips,"Output Methanol Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,464,Methanol Mt EW LO,ft-kips,"Output Methanol Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,465,Methanol Mt NS HI,ft-kips,"Output Methanol Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,466,Methanol Mt NS LO,ft-kips,"Output Methanol Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,467,Methanol FS Mt EW HI,ft-kips,"Output Methanol FS Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,468,Methanol FS Mt EW LO,ft-kips,"Output Methanol FS Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,469,Methanol FS Mt NS HI,ft-kips,"Output Methanol FS Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,470,Methanol FS Mt NS LO,ft-kips,"Output Methanol FS Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,471,DO LDHI Weight,kips,"Output DO LDHI Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,472,DO LDHI VCG,ft,"Output DO LDHI VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,473,DO LDHI CG EW,ft,"Output DO LDHI CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,474,DO LDHI CG NS,ft,"Output DO LDHI CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,475,DO LDHI Mt Vert HI,ft-kips,"Output DO LDHI Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,476,DO LDHI Mt Vert LO,ft-kips,"Output DO LDHI Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,477,DO LDHI Mt EW HI,ft-kips,"Output DO LDHI Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,478,DO LDHI Mt EW LO,ft-kips,"Output DO LDHI Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,479,DO LDHI Mt NS HI,ft-kips,"Output DO LDHI Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,480,DO LDHI Mt NS LO,ft-kips,"Output DO LDHI Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,481,DO LDHI FS Mt EW HI,ft-kips,"Output DO LDHI FS Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,482,DO LDHI FS Mt EW LO,ft-kips,"Output DO LDHI FS Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,483,DO LDHI FS Mt NS HI,ft-kips,"Output DO LDHI FS Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,484,DO LDHI FS Mt NS LO,ft-kips,"Output DO LDHI FS Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,485,Chain Locker Weight,kips,"Output Chain Locker Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,486,Chain Locker VCG,ft,"Output Chain Locker VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,487,Chain Locker CG EW,ft,"Output Chain Locker CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,488,Chain Locker CG NS,ft,"Output Chain Locker CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,489,Chain Locker Mt Vert HI,ft-kips,"Output Chain Locker Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,490,Chain Locker Mt Vert LO,ft-kips,"Output Chain Locker Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,491,Chain Locker Mt EW HI,ft-kips,"Output Chain Locker Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,492,Chain Locker Mt EW LO,ft-kips,"Output Chain Locker Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,493,Chain Locker Mt NS HI,ft-kips,"Output Chain Locker Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,494,Chain Locker Mt NS LO,ft-kips,"Output Chain Locker Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,495,Chain Weights Weight,kips,"Output Chain Weights Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,496,Chain Weights VCG,ft,"Output Chain Weights VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,497,Chain Weights CG EW,ft,"Output Chain Weights CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,498,Chain Weights CG NS,ft,"Output Chain Weights CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,499,Chain Weights Mt Vert HI,ft-kips,"Output Chain Weights Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,500,Chain Weights Mt Vert LO,ft-kips,"Output Chain Weights Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,501,Chain Weights Mt EW HI,ft-kips,"Output Chain Weights Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,502,Chain Weights Mt EW LO,ft-kips,"Output Chain Weights Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,503,Chain Weights Mt NS HI,ft-kips,"Output Chain Weights Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,504,Chain Weights Mt NS LO,ft-kips,"Output Chain Weights Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,505,Mooring Lines Weight,kips,"Output Mooring Lines Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,506,Mooring Lines VCG,ft,"Output Mooring Lines VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,507,Mooring Lines CG EW,ft,"Output Mooring Lines CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,508,Mooring Lines CG NS,ft,"Output Mooring Lines CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,509,Mooring Lines Mt Vert HI,ft-kips,"Output Mooring Lines Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,510,Mooring Lines Mt Vert LO,ft-kips,"Output Mooring Lines Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,511,Mooring Lines Mt EW HI,ft-kips,"Output Mooring Lines Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,512,Mooring Lines Mt EW LO,ft-kips,"Output Mooring Lines Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,513,Mooring Lines Mt NS HI,ft-kips,"Output Mooring Lines Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,514,Mooring Lines Mt NS LO,ft-kips,"Output Mooring Lines Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,515,Risers Weight,kips,"Output Risers Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,516,Risers VCG,ft,"Output Risers VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,517,Risers CG EW,ft,"Output Risers CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,518,Risers CG NS,ft,"Output Risers CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,519,Risers Mt Vert HI,ft-kips,"Output Risers Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,520,Risers Mt Vert LO,ft-kips,"Output Risers Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,521,Risers Mt EW HI,ft-kips,"Output Risers Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,522,Risers Mt EW LO,ft-kips,"Output Risers Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,523,Risers Mt NS HI,ft-kips,"Output Risers Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,524,Risers Mt NS LO,ft-kips,"Output Risers Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,525,Drilling Rig Weight,kips,"Output Drilling Rig Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,526,Drilling Rig VCG,ft,"Output Drilling Rig VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,527,Drilling Rig CG EW,ft,"Output Drilling Rig CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,528,Drilling Rig CG NS,ft,"Output Drilling Rig CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,529,Drilling Rig Mt Vert HI,ft-kips,"Output Drilling Rig Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,530,Drilling Rig Mt Vert LO,ft-kips,"Output Drilling Rig Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,531,Drilling Rig Mt EW HI,ft-kips,"Output Drilling Rig Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,532,Drilling Rig Mt EW LO,ft-kips,"Output Drilling Rig Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,533,Drilling Rig Mt NS HI,ft-kips,"Output Drilling Rig Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,534,Drilling Rig Mt NS LO,ft-kips,"Output Drilling Rig Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,535,Prod Dk LIQ Weight,kips,"Output Prod Dk LIQ Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,536,Prod Dk LIQ VCG,ft,"Output Prod Dk LIQ VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,537,Prod Dk LIQ CG EW,ft,"Output Prod Dk LIQ CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,538,Prod Dk LIQ CG NS,ft,"Output Prod Dk LIQ CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,539,Prod Dk LIQ Mt Vert HI,ft-kips,"Output Prod Dk LIQ Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,540,Prod Dk LIQ Mt Vert LO,ft-kips,"Output Prod Dk LIQ Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,541,Prod Dk LIQ Mt EW HI,ft-kips,"Output Prod Dk LIQ Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,542,Prod Dk LIQ Mt EW LO,ft-kips,"Output Prod Dk LIQ Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,543,Prod Dk LIQ Mt NS HI,ft-kips,"Output Prod Dk LIQ Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,544,Prod Dk LIQ Mt NS LO,ft-kips,"Output Prod Dk LIQ Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,545,Prod Dk LIQ FS Mt EW HI,ft-kips,"Output Prod Dk LIQ FS Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,546,Prod Dk LIQ FS Mt EW LO,ft-kips,"Output Prod Dk LIQ FS Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,547,Prod Dk LIQ FS Mt NS HI,ft-kips,"Output Prod Dk LIQ FS Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,548,Prod Dk LIQ FS Mt NS LO,ft-kips,"Output Prod Dk LIQ FS Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,549,Cellr Dk Liq Weight,kips,"Output Cellr Dk Liq Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,550,Cellr Dk Liq VCG,ft,"Output Cellr Dk Liq VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,551,Cellr Dk Liq CG EW,ft,"Output Cellr Dk Liq CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,552,Cellr Dk Liq CG NS,ft,"Output Cellr Dk Liq CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,553,Cellr Dk Liq Mt Vert HI,ft-kips,"Output Cellr Dk Liq Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,554,Cellr Dk Liq Mt Vert LO,ft-kips,"Output Cellr Dk Liq Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,555,Cellr Dk Liq Mt EW HI,ft-kips,"Output Cellr Dk Liq Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,556,Cellr Dk Liq Mt EW LO,ft-kips,"Output Cellr Dk Liq Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,557,Cellr Dk Liq Mt NS HI,ft-kips,"Output Cellr Dk Liq Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,558,Cellr Dk Liq Mt NS LO,ft-kips,"Output Cellr Dk Liq Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,559,Cellr Dk Liq FS Mt EW HI,ft-kips,"Output Cellr Dk Liq FS Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,560,Cellr Dk Liq FS Mt EW LO,ft-kips,"Output Cellr Dk Liq FS Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,561,Cellr Dk Liq FS Mt NS HI,ft-kips,"Output Cellr Dk Liq FS Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,562,Cellr Dk Liq FS Mt NS LO,ft-kips,"Output Cellr Dk Liq FS Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,563,Drilling Fluids Weight,kips,"Output Drilling Fluids Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,564,Drilling Fluids VCG,ft,"Output Drilling Fluids VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,565,Drilling Fluids CG EW,ft,"Output Drilling Fluids CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,566,Drilling Fluids CG NS,ft,"Output Drilling Fluids CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,567,Drilling Flds Mt Vert HI,ft-kips,"Output Drilling Flds Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,568,Drilling Flds Mt Vert LO,ft-kips,"Output Drilling Flds Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,569,Drilling Fluids Mt EW HI,ft-kips,"Output Drilling Fluids Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,570,Drilling Fluids Mt EW LO,ft-kips,"Output Drilling Fluids Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,571,Drilling Fluids Mt NS HI,ft-kips,"Output Drilling Fluids Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,572,Drilling Fluids Mt NS LO,ft-kips,"Output Drilling Fluids Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,573,Drilling Flds FS Mt EW HI,ft-kips,"Output Drilling Flds FS Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,574,Drilling Flds FS Mt EW LO,ft-kips,"Output Drilling Flds FS Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,575,Drilling Flds FS Mt NS HI,ft-kips,"Output Drilling Flds FS Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,576,Drilling Flds FS Mt NS LO,ft-kips,"Output Drilling Flds FS Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,577,Spaces Weight,kips,"Output Spaces Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,578,Spaces VCG,ft,"Output Spaces VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,579,Spaces CG EW,ft,"Output Spaces CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,580,Spaces CG NS,ft,"Output Spaces CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,581,Spaces Mt Vert HI,ft-kips,"Output Spaces Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,582,Spaces Mt Vert LO,ft-kips,"Output Spaces Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,583,Spaces Mt EW HI,ft-kips,"Output Spaces Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,584,Spaces Mt EW LO,ft-kips,"Output Spaces Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,585,Spaces Mt NS HI,ft-kips,"Output Spaces Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,586,Spaces Mt NS LO,ft-kips,"Output Spaces Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,587,Main Dk Weight,kips,"Output Main Dk Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,588,Main Dk VCG,ft,"Output Main Dk VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,589,Main Dk CG EW,ft,"Output Main Dk CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,590,Main Dk CG NS,ft,"Output Main Dk CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,591,Main Dk Mt Vert HI,ft-kips,"Output Main Dk Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,592,Main Dk Mt Vert LO,ft-kips,"Output Main Dk Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,593,Main Dk Mt EW HI,ft-kips,"Output Main Dk Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,594,Main Dk Mt EW LO,ft-kips,"Output Main Dk Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,595,Main Dk Mt NS HI,ft-kips,"Output Main Dk Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,596,Main Dk Mt NS LO,ft-kips,"Output Main Dk Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,597,Prod Dk Weight,kips,"Output Prod Dk Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,598,Prod Dk VCG,ft,"Output Prod Dk VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,599,Prod Dk CG EW,ft,"Output Prod Dk CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,600,Prod Dk CG NS,ft,"Output Prod Dk CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,601,Prod Dk Mt Vert HI,ft-kips,"Output Prod Dk Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,602,Prod Dk Mt Vert LO,ft-kips,"Output Prod Dk Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,603,Prod Dk Mt EW HI,ft-kips,"Output Prod Dk Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,604,Prod Dk Mt EW LO,ft-kips,"Output Prod Dk Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,605,Prod Dk Mt NS HI,ft-kips,"Output Prod Dk Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,606,Prod Dk Mt NS LO,ft-kips,"Output Prod Dk Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,607,Cllr Dk Weight,kips,"Output Cllr Dk Weight, data relayed from Weight Management System."
