client,facility,system,device,channo,channame,chanunits,description
Woodside,Scarborough,IMMS,,421,FBG021-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,422,FBG022,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,423,FBG022-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,424,FBG023,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,425,FBG023-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,426,FBG024,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,427,FBG024-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,428,FBG025,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,429,FBG025-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,430,FBG026,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,431,FBG026-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,432,FBG027,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,433,FBG027-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,434,FBG028,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,435,FBG028-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,436,FBG029,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,437,FBG030,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,438,FBG031-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,439,FBG032,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,440,FBG033,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,441,FBG034,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,442,FBG034-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,443,FBG035,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,444,FBG036,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,445,FBG037-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,446,FBG038,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,447,FBG039,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,448,FBG039-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,449,FBG040,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,450,FBG040-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,451,FBG041,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,452,FBG041-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,453,FBG042,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,454,FBG042-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,455,FBG043,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,456,FBG043-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,457,FBG044,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,458,FBG044-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,459,FBG045,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,460,FBG045-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,461,FBG046,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,462,FBG046-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,463,FBG047,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,464,FBG047-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,465,FBG048,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,466,FBG048-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,467,FBG049,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,468,FBG050-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,469,FBG051,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,470,FBG052,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,471,FBG053,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,472,FBG054,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,473,FBG054-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,474,FBG055,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,475,FBG056-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,476,FBG057,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,477,FBG058,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,478,FBG058-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,479,FBG059,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,480,FBG059-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,481,FBG060,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,482,FBG060-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,483,FBG061,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,484,FBG061-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,485,FBG062,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,486,FBG062-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,487,FBG063,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,488,FBG063-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,489,FBG064,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,490,FBG064-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,491,FBG065,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,492,FBG065-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,493,FBG066,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,494,FBG066-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,495,FBG067,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,496,FBG068,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,497,FBG069-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,498,FBG070,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,499,FBG071,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,500,FBG072,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,501,FBG072-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,502,FBG073,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,503,FBG074,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,504,FBG075-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,505,FBG076,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,506,FBG077,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,507,FBG077-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,508,FBG078,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,509,FBG078-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,510,FBG079,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,511,FBG079-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,512,FBG080,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,513,FBG080-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,514,FBG081,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,515,FBG081-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,516,FBG082,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,517,FBG082-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,518,FBG083,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,519,FBG083-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,520,FBG084,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,521,FBG084-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,522,FBG085,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,523,FBG085-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,524,FBG086,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,525,FBG086-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,526,FBG087,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,527,FBG088-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,528,FBG089,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,529,FBG090,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,530,FBG091,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,531,FBG092,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,532,FBG092-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,533,FBG093,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,534,FBG094-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,535,FBG095,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,536,FBG096,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,537,FBG096-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,538,FBG097,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,539,FBG097-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,540,FBG098,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,541,FBG098-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,542,FBG099,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,543,FBG099-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,544,FBG100,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,545,FBG100-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,546,FBG101,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,547,FBG101-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,548,FBG102,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,549,FBG102-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,550,FBG103,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,551,FBG103-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,552,FBG104,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,553,FBG104-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,554,FBG105,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,555,FBG106,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,556,FBG107-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,557,FBG108,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,558,FBG109,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,559,FBG110,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,560,FBG110-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,561,FBG111,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,562,FBG112,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,563,FBG113-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,564,FBG114,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,565,FBG115,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,566,FBG115-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,567,FBG116,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,568,FBG116-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,569,FBG117,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,570,FBG117-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,571,FBG118,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,572,FBG118-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,573,FBG119,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,574,FBG119-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,575,FBG120,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,576,FBG120-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,577,FBG121,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,578,FBG121-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,579,FBG122,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,580,FBG122-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,581,FBG123,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,582,FBG123-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,583,FBG124,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,584,FBG124-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,585,FBG125,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,586,FBG126-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,587,FBG127,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,588,FBG128,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,589,FBG129,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,590,FBG130,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,591,FBG130-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,592,FBG131,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,593,FBG132-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,594,FBG133,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,595,FBG134,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,596,FBG134-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,597,FBG135,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,598,FBG135-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,599,FBG136,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,600,FBG136-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,601,FBG137,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,602,FBG137-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,603,FBG138,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,604,FBG138-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,605,FBG139,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,606,FBG139-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,607,FBG140,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,608,FBG140-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,609,FBG141,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,610,FBG141-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,611,FBG142,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,612,FBG142-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,613,FBG143,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,614,FBG144,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,615,FBG145-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,616,FBG146,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,617,FBG147,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,618,FBG148,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,619,FBG148-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,620,FBG149,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,621,FBG150,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,622,FBG151-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,623,FBG152,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,624,FBG153,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,625,FBG153-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,626,FBG154,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,627,FBG154-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,628,FBG155,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,629,FBG155-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,630,FBG156,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,631,FBG156-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,632,FBG157,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,633,FBG157-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,634,FBG158,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,635,FBG158-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,636,FBG159,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,637,FBG159-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,638,FBG160,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,639,FBG160-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,640,FBG161,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,641,FBG161-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,642,FBG162,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,643,FBG162-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,644,FBG163,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,645,FBG163-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,646,FBG164,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,647,FBG164-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,648,FBG177,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,649,FBG177-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,650,FBG178,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,651,FBG178-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,652,FBG179,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,653,FBG179-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,654,FBG180,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,655,FBG180-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,656,FBG181,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,657,FBG181-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,658,FBG182,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,659,FBG182-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,660,FBG183,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,661,FBG183-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,662,FBG184,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,663,FBG184-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,664,FBG189,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,665,FBG189-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,666,FBG190,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,667,FBG190-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,668,FBG191,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,669,FBG191-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,670,FBG192,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,671,FBG192-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,672,FBG193,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,673,FBG193-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,674,FBG194,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,675,FBG194-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,676,FBG195,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,677,FBG195-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,678,FBG196,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,679,FBG196-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,680,FBG197,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,681,FBG197-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,682,FBG198,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,683,FBG198-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,684,FBG199,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,685,FBG199-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,686,FBG200,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,687,FBG200-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,688,FBG201,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,689,FBG201-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,690,FBG202,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,691,FBG202-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,692,FBG203,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,693,FBG203-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,694,FBG204,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,695,FBG204-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,696,FBG205,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,697,FBG205-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,698,FBG206,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,699,FBG206-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,700,FBG207,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,701,FBG207-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,702,FBG208,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,703,FBG208-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,704,FBG209,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,705,FBG209-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,706,FBG210,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,707,FBG210-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,708,FBG211,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,709,FBG211-T,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,710,FBG212,nm,Raw fiber-optic Bragg grating wavelength
Woodside,Scarborough,IMMS,,711,FBG212-T,nm,Raw fiber-optic Bragg grating wavelength
